region,title,address,phone,score,open_time,comment1,comment2,comment3
基隆市,獅球嶺西砲台,,"基隆市安樂區市5鄉道4""N號25°07'27. 121°43'57.",3.8,"{'星期一': '24 小時營業', '星期二': '24 小時營業', '星期三': '24 小時營業.', '星期四': '24 小時營業', '星期五': '24 小時營業', '星期六': '24 小時營業', '星期日': '24 小時營業'}","""步道清楚好走，有砲台遺跡跟一顆三角點....無啥展望.....""","""菜園有很多菜， 還有很多花花草草， 真的很像世外桃源， 那邊的菜都是新鮮的。""","""千萬別想著到景觀臺看夜景。"""
基隆市,白米甕砲臺,'0933882100',基隆市中山區光華路37巷120號,4.3,"{'星期一': '10:30–17:00', '星期二': '10:30–17:00', '星期三': '10:30–17:00.', '星期四': '10:00–17:00', '星期五': '10:30–17:00', '星期六': '10:30–17:00', '星期日': '10:30–17:00'}","""基隆歷史古蹟，可以看的到基隆嶼，看風景很美情侶也適合來，旁邊還有溜滑梯給小朋友玩""","""海邊,享用大武崙崙沙灘旁網紅咖啡店、海鮮料理燒烤、烤鴨無菜單料理。""","""歷史景點風景很棒是看海的日子 有椅子有草地安靜放鬆心靈 千萬不要帶煮吃的破壞現場"
基隆市,基隆市旅遊服務中心,'0224287664',基隆市仁愛區港西街5號,4.4,"{'星期一': '09:00–17:00', '星期二': '09:00–17:00', '星期三': '09:00–17:00.', '星期四': '09:00–17:00', '星期五': '09:00–17:00', '星期六': '09:00–17:00', '星期日': '09:00–17:00'}","""遊客服務中心位在基隆車站舊站旁，天橋入口邊，可以前往詢問想要參觀的景點資訊。""","""真是台灣最好的旅客中心，服務親切，資訊最齊全，最滿意，棒！棒！""","""建議貴局訂立短程火車站~飯店加價標 準，使Taxi不再因短程拒載。"""
基隆市,基隆慶安宮,'0224247708',基隆市仁愛區忠二路1號,4.6,"{'星期一': '06:00–22:00', '星期二': '06:00–22:00', '星期三': '06:00–22:00.', '星期四': '06:00–22:00', '星期五': '06:00–22:00', '星期六': '06:00–22:00', '星期日': '06:00–22:00'}","""基隆市區內的熱門景點，附近知名小吃眾多，基隆人與外地遊客的最愛與必去處！""","""位在海港特色的媽祖婆，滿滿的燈籠擺設高高 周邊是蠻多熱鬧的市集餅店","""交通方便,地點離火車站海洋廣場很近,拜拜完可到海洋廣場走走,看看大"""
基隆市,外木山濱海風景區,'0224287664',基隆市中山區湖海路一段,4.4,"{'星期一': '24 小時營業', '星期二': '24 小時營業', '星期三': '24 小時營業.', '星期四': '24 小時營業', '星期五': '24 小時營業', '星期六': '24 小時營業', '星期日': '24 小時營業'}","""景色自然可放鬆心情，海灘玩水周邊烤肉消暑好地方","""方便停車，風景很美，免費海水游泳池，沙灘，咖啡餐飲均很適合全家人到此休閒遊玩。""","""海岸線很美,有山有海是基隆海岸觀光景點。比較不足是公車車次少，只在暑假時有公車。"""
基隆市,擁恆文創園區,'0277475588',基隆市信義區六和街226號,3.6,"{'星期一': '08:30–17:30', '星期二': '08:30–17:30', '星期三': '08:30–17:30.', '星期四': '08:30–17:30', '星期五': '08:30–17:30', '星期六': '08:30–17:30', '星期日': '08:30–17:30'}","""風景不錯，其他真的無聊！大草原很適合遛狗，還有遛小孩！燈光秀很爛！""","""花250來看墳墓跟寶特瓶，裡面東西又貴，停車場要走半小時，坑錢的文創""","""以前去不用票，現在開使收費了 廁所太少，車子要停一段距離。"""
基隆市,暖東峽谷滑瀑,,基隆市暖暖區,4.2,"{'星期一': '24 小時營業', '星期二': '24 小時營業', '星期三': '24 小時營業.', '星期四': '24 小時營業', '星期五': '24 小時營業', '星期六': '24 小時營業', '星期日': '24 小時營業'}","""交通便利，停車也方便，石壁及滑瀑地形都很特別，但近期園區步道整修，不是很好走。""","""步道狀況良好 雨後要小心濕滑 有環山路徑，山徑原始， 需要花點體力，注意安全。""","""免門票景點，可玩水、爬山，人少的好地方！"""
基隆市,暖東峽谷 - 岩石峭壁與涼亭,,基隆市暖暖區205,4.4,"{'星期一': '24 小時營業', '星期二': '24 小時營業', '星期三': '24 小時營業.', '星期四': '24 小時營業', '星期五': '24 小時營業', '星期六': '24 小時營業', '星期日': '24 小時營業'}","""基隆附近,可走走森林步道,免門票有停車場,廁所,空氣清新,值得走走!""","""（桐花季輕旅行）沒桐花倒是有山櫻花，路面一樣濕滑沒整理，踩到落葉會滑倒""","""服務據點及百年土地公廟埕周邊環境，打造適合全家大小踏青健行的遊憩空間。"""
基隆市,暖東峽谷,,基隆市暖暖區暖東峽谷(童軍活動中心,4.4,"{'星期一': '24 小時營業', '星期二': '24 小時營業', '星期三': '24 小時營業.', '星期四': '24 小時營業', '星期五': '24 小時營業', '星期六': '24 小時營業', '星期日': '24 小時營業'}","""【服務機能】 有停車場，應該可以停放至少20台左右車輛，停車場旁有涼亭和廁所。""","""大部分路線輕鬆好走 藍色部分路線較原始 但徜徉在樹林中感覺很棒 滑瀑也很特別""","""交通方便，空氣清晰，自然怡人的好地方"
基隆市,基隆1915陽明海洋文化藝術館,'0224215681',基隆市仁愛區港西街4號,4.3,"{'星期一': '休息', '星期二': '09:00–17:00', '星期三': '09:00–17:00.', '星期四': '09:00–17:00', '星期五': '09:00–17:00', '星期六': '09:00–17:00', '星期日': '09:00–17:00'}","""環境乾淨 裝潢典雅 低消飲品一杯 鬆餅好吃 交通方便是喝下午茶的好地點。""","""讓孩子增長知識好地方，更是下雨天的好去處～逛完還可以喝杯熱茶+小點心～""","""駕船進出港模擬體驗很棒，建議豐富一些模型船以及關於基隆港歷史地標的模型展示"""
基隆市,基隆護國城隍廟,'0224250955',基隆市仁愛區忠一路7號,4.1,"{'星期一': '07:30–19:30', '星期二': '07:30–19:30', '星期三': '07:30–19:30.', '星期四': '07:30–19:30', '星期五': '07:30–19:30', '星期六': '07:30–19:30', '星期日': '07:30–19:30'}","""歷史悠久的文化廟宇，在人員方面真的需要更多的改善，比起其他廟宇真的差很多。""","""建議在遇到這種爛志工直接當她面打市府民政處電話投訴！""","""有故事，有歷史，有人文的地方宗教景點！"""
基隆市,泰安瀑布,'0972143358',基隆市七堵區,4.1,"{'星期一': '24 小時營業', '星期二': '24 小時營業', '星期三': '24 小時營業.', '星期四': '24 小時營業', '星期五': '24 小時營業', '星期六': '24 小時營業', '星期日': '24 小時營業'}","""有規劃短程步道可供行走，也有廁所。適合親子及放鬆行程","""瀑布區下的水不深，很適合小朋友戲水，站在瀑布下很涼爽，環境乾淨，有涼亭有洗手間。""","""停車場設施不甚完善，未畫停車位，害得我車子停那裡被破壞，真想知道有無監視錄影可看"""
基隆市,八斗子假日夜市,,基隆市中正區北寧路262號,3.8,"{'星期一': '休息', '星期二': '休息', '星期三': '17:00–00:00.', '星期四': '休息', '星期五': '休息', '星期六': '17:00–00:00', '星期日': '17:00–00:00'}","""冷氣，停車場可以停在魚市場，路程也才大概5分鐘。全家大小適合溜躂的好地方。""","""溜小孩玩玩具車的好去處，停車要小心，警察會開紅單。""","""古早味的招牌紅茶雪淇很好喝 還有很多樣選擇性的飲料 攤位感覺很先進加衛生性很好！"""
基隆市,基隆港航管中心,'0224206261',基隆市中正區平一路480號202,4.0,"{'星期一': '24 小時營業', '星期二': '24 小時營業', '星期三': '24 小時營業.', '星期四': '24 小時營業', '星期五': '24 小時營業', '星期六': '24 小時營業', '星期日': '24 小時營業'}","""視野遼闊！設備齊全！風景很好！""","""天空海景各有不同層次的藍，向晚的白雲別有一分靜謐的祥和氛圍。""","""白燈塔是釣魚的好地方， 停車又方便"""
基隆市,國立海洋科技博物館,'0224696000',基隆市中正區北寧路367號,,"{'星期一': '休息', '星期二': '09:00–17:00', '星期三': '09:00–17:00.', '星期四': '09:00–17:00', '星期五': '09:00–17:00', '星期六': '09:00–17:00', '星期日': '09:00–17:00'}",,,
基隆市,國立海洋科技博物館－3D海洋劇場,'0224696000',基隆市中正區八斗街38號,4.2,"{'星期一': '休息', '星期二': '09:00–17:00', '星期三': '09:00–17:00.', '星期四': '09:00–17:00', '星期五': '09:00–17:00', '星期六': '09:00–18:00', '星期日': '09:00–18:00'}","""下雨天可帶小朋友看影片，好停車，可遛小孩的地方！""","""眼鏡戴上就沉沉睡去了~但是環境很棒，聲光效果好，螢幕超極大，要是是看電影就好了""","""樓下的兒童遊戲室很好玩，樓上的園區適合高年級以上的孩子"
基隆市,國立海洋科技博物館-區域探索館,'0224696000',基隆市中正區漁港一街,4.0,"{'星期一': '休息', '星期二': '09:00–17:00', '星期三': '09:00–17:00.', '星期四': '09:00–17:00', '星期五': '09:00–17:00', '星期六': '09:00–18:00', '星期日': '09:00–18:00'}","""二樓-八斗號咖啡有櫻花蝦墨魚冰淇淋以及魚卵香腸，還不錯吃，可以坐著休息吹冷氣哦""","""只去了用餐區，漁港特色料理如：小卷、水餃和雞籠啤酒都超美味！""","""探索館內部設施頗富教育意義，介紹基隆的魚事歷史，旁邊的忘幽谷風景秀麗。。"""
基隆市,仙洞巖最勝寺,,基隆市中山區仁安街1號,4.3,"{'星期一': '08:30–16:00', '星期二': '08:30–16:00', '星期三': '08:30–16:00.', '星期四': '08:30–16:00', '星期五': '08:30–16:00', '星期六': '08:30–16:00', '星期日': '08:30–16:00'}","""很棒很有歷史文化的地方，可以當作下雨天的景點，門口有一個小空地可以停車。""","""- 走到頂端左邊有個小涼亭，可以看看風景；右邊是一間廟，也是供廁所。""","""有特色的廟宇 在山洞裡面。旁邊是佛手洞"""
基隆市,基隆仙洞巖,,基隆市中山區仁安街29-17號,4.4,,"""基隆有名的觀光景點，附近有白米甕砲台公園，可規劃為半日遊，基隆港貨櫃碼頭亦可觀賞""","""有體力，可續走至球子山燈塔及最高點火號山，360°五星級視野肯定讓你驚喜。""","""在洞裡面的廟，狹小的走道，特別的體驗，外國的觀光客應該會很喜歡這種地方"
基隆市,仙洞巖,,基隆市中山區,4.0,,,,
基隆市,基隆港西岸步道,,基隆市仁愛區港西街,4.2,"{'星期一': '24 小時營業', '星期二': '24 小時營業', '星期三': '24 小時營業.', '星期四': '24 小時營業', '星期五': '24 小時營業', '星期六': '24 小時營業', '星期日': '24 小時營業'}","""，如果人數不足，工作人員會先留電話，我們大概留完電話十分鐘後就通知會開船了。""","""搭郵輪的地方，相對海洋廣場清幽許多""","""建議可以像大稻埕碼頭有些貨櫃市集，不然後站這裡真的有些偏僻"""
基隆市,基隆龍貓公車站,'0224287664',基隆市信義區壽山路17號201 號,3.4,,"""彩繪是不錯啦， 可是不知日本卡通人物與基隆中正公園有何關聯性?無法突顯特色","""打卡的好景點 卻不見人潮 環境須加強維護""","""很清幽 遠離市區的好地方 ：）千萬別走錯了！"""
基隆市,主普壇,'0224284242',基隆市中正區信二路280號,4.2,"{'星期一': '休息', '星期二': '09:00–17:00', '星期三': '09:00–17:00.', '星期四': '09:00–17:00', '星期五': '09:00–17:00', '星期六': '09:00–17:00', '星期日': '09:00–17:00'}","""基隆中元普渡祭祀的場地有燈光秀，平日旁邊現有開放基隆塔參觀，觀賞夕陽海景也很棒","""是一個富觀光又宜祭祀的好地點，環境佳景觀美。""","""百萬夜景新地標，肯定要給五顆星 小小基隆要建大景點不易"""
基隆市,瑪西賞桐步道,'0224553986',基隆市七堵區,4.2,,"""有溪流有桐花，適合帶狗散步的好地方，可惜部分步道沒啥規劃","""步道輕鬆好走，雖然不是在桐花季節但還是有不同的植物及樹木可欣賞""","""沿著大華三路上行至岺蘭荷花池親水公園，綠蔭幽靜，但桐花尚未遍開。"""
基隆市,珍味香國際餅家有限公司,'0224232050',基隆市仁愛區仁一路261號世紀首席大廈,4.1,"{'星期一': '09:00–21:30', '星期二': '09:00–21:30', '星期三': '09:00–21:30.', '星期四': '09:00–21:30', '星期五': '09:00–21:30', '星期六': '09:00–21:30', '星期日': '09:00–21:30'}","""基隆伴手禮名店，東西小貴但用料品質還不錯""","""古早味蛋糕，軟綿綿 ，有原味香草，和香蕉口味，好吃到剩1／4才想起要拍照""","""買了兩組請店家寄給老家的長輩 結果包裝變這樣 也不願意回應 有夠專業"
基隆市,一〇一高地,,基隆市中正區,4.4,"{'星期一': '24 小時營業', '星期二': '24 小時營業', '星期三': '24 小時營業.', '星期四': '24 小時營業', '星期五': '24 小時營業', '星期六': '24 小時營業', '星期日': '24 小時營業'}","""從台北市政府的「轉運站」搭1579公車~到海洋博物館下車,步行5分就到潮汐公園。""","""風景很美，可以推車上山，帶小小孩很方便，沒有光害，可以賞星，看九份的燈火。""","""距離忘幽谷入口 僅有180公尺 無敵海景雲霧遼繞在九份方向的山頭上 景觀開闊優美"""
基隆市,itai Enterprise 一太e衛浴,'0224342111',基隆市安樂區武訓街51號,4.4,"{'星期一': '09:00–17:00', '星期二': '09:00–17:00', '星期三': '09:00–17:00.', '星期四': '09:00–17:00', '星期五': '09:00–17:00', '星期六': '09:00–17:00', '星期日': '09:00–17:00'}","""基隆觀光景點，買新房子先來參觀選購 服務親切，商品多元。""","""強烈建議不要花大錢買e太的產品，之前買了一組乾濕分離帶蒸氣功能。""","""造型特別，小姐服務解說的很棒。"""
基隆市,七堵夜市,,基隆市七堵區,4.0,"{'星期一': '10:30–23:30', '星期二': '10:30–23:30', '星期三': '10:30–23:30.', '星期四': '10:30–23:30', '星期五': '10:30–23:30', '星期六': '10:30–23:30', '星期日': '10:30–23:30'}","""小吃美食很多喔，推薦黃家臭豆腐（炸臭豆腐外酥內軟），咖哩麵，阿美麵店，營養三明治""","""區域小但有很多攤好吃：三明治、肉圓、炒麵、水餃、麵線羹必推""","""藥燉土虱湯頭甘草味太重偏甜，涼拌魚皮太硬，隔壁的燙青菜、乾麵尚可。"""
基隆市,三沙灣麵線羹,'0224240588',基隆市中正區中船路104號,4.2,"{'星期一': '07:00–18:00', '星期二': '07:00–18:00', '星期三': '07:00–18:00.', '星期四': '07:00–18:00', '星期五': '07:00–18:00', '星期六': '07:00–18:00', '星期日': '07:00–18:00'}","""太好吃了，手工的麵線，大腸加魚漿的丸子，麵好，湯濃，肉大塊""","""基隆五星級的小吃！大腸麵線羮，蚵仔煎。""","""，買點肉羹回家煮，無奈店家回說今日外賣的量已賣完，只能店內吃，因而作罷。"""
基隆市,三沙灣米苔目,'0224249368',基隆市中正區中船路98號,4.2,"{'星期一': '08:00–16:00', '星期二': '08:00–16:00', '星期三': '休息.', '星期四': '08:00–16:00', '星期五': '08:00–16:00', '星期六': '08:00–16:00', '星期日': '08:00–16:00'}","""小菜一流 價廉物美 眼睛肉口感獨特 吉谷拉油豆腐⋯⋯讚⋯從小的懷舊美味⋯^_^""","""不愧是老店，食材新鮮，醬料滋味甜中帶鹹，時隔五六年來吃口味還是很棒","""超級好吃！每回基隆早餐都想吃~小菜種類豐富，米苔目湯頭好喝，還可以加湯"
基隆市,三沙灣鍋貼,'0912275029',基隆市中正區中船路25號,5.0,"{'星期一': '05:30–11:00', '星期二': '05:30–11:00', '星期三': '05:30–11:00.', '星期四': '休息', '星期五': '05:30–11:00', '星期六': '05:30–11:00', '星期日': '05:30–11:00'}",,,
基隆市,三沙灣中船原汁牛肉麵(50年老店),'0933853466',基隆市中正區中船路72之4号5樓 翁淑珍、电話:0933853466,3.4,"{'星期一': '11:00–23:30', '星期二': '11:00–23:30', '星期三': '11:00–23:30.', '星期四': '11:00–23:30', '星期五': '11:00–23:30', '星期六': '11:00–23:30', '星期日': '11:00–23:30'}","""大碗牛肉麵130蠻超值的，但一個花干一份豬耳朵就要75元，覺得小菜價位有點偏高""","""蕃茄湯頭好喝 花干好吃 麵體偏硬 蘿蔔是苦的 扣一星","""用餐環境超級糟糕，用餐時桌上有四隻蟑螂在到處爬，還時常聞到二手菸，再也不可能光顧"""
基隆市,莊仔內海鮮熱炒 (三沙灣),'0224245225',基隆市中正區中船路7巷34號,4.3,"{'星期一': '17:30–23:00', '星期二': '17:30–23:00', '星期三': '17:30–23:00.', '星期四': '17:30–23:00', '星期五': '17:30–23:00', '星期六': '休息', '星期日': '17:30–22:30'}","""座位很少 建議一開門就去 蚵仔很大顆 鐵板牛 孩子喜歡紅燒豆腐","""食材新鮮，口味合適！師傅炒菜技術夠水準！""","""餐點好吃，價格親民，空間雖略小，但明亮整潔"""
基隆市,和平島觀光漁市,,基隆市中正區和一路2巷,3.7,"{'星期一': '08:00–12:00', '星期二': '08:00–12:00', '星期三': '08:00–12:00.', '星期四': '08:00–12:00', '星期五': '08:00–12:00', '星期六': '08:00–16:00', '星期日': '08:00–16:00'}","""涼風徐徐吹來，伴隨夕陽西下，魚船穿梭港邊，美美美","""海產店家 賣貨的店員紛紛表示 那家專門騙觀光客的！（沒拍到被換的小隻螃蟹）""","""和平島公園，是一個老少咸宜，有山有水的好地方，環境優美，服務人員態度也都很好。"""
基隆市,基隆區漁會正濱魚市場,'0224628677',基隆市中正區中正路393巷1號,3.9,"{'星期一': '06:00–23:00', '星期二': '06:00–23:00', '星期三': '06:00–23:00.', '星期四': '06:00–23:00', '星期五': '06:00–23:00', '星期六': '06:00–23:00', '星期日': '06:00–23:00'}","""四十年前、後一樣吸引遊客。現場提供海鮮品嚐的店家有更多選擇。""","""停車場比較小，景色普通，要拍正濱彩色屋，建議導航到“手工吉古拉”周邊。""","""希望政府不要只是搞觀光、活動，也替漁民們想想~"""
基隆市,小艇碼頭,,基隆市仁愛區港西街6-2號號,5.0,,"""海洋廣場很美 不過海的味道不是很清新 下次希望能看到遊輪靠岸""","""一趟小艇導覽，票價200~300元左右，保證不虛此行。""",
基隆市,太陽谷休閒農場,,基隆市七堵區,3.6,,,,
基隆市,太陽谷休閒農場,,基隆市七堵區華新二路97巷2號,,,,,
基隆市,基隆市史蹟館,'0224251229',基隆市信義區壽山路6號,3.8,,"""環境乾淨 讓歷史老師不要那麼生氣 不用門票 解說完整""","""裡面沒什麼東西，服務人員也沒半個，是座蚊子館""","""特點：介紹基隆歷史的展覽館，内部古照片，模型，展示品等極爲豐富。"""
基隆市,聖濟宮,'0224227614',基隆市中正區中船路112巷30弄95號,4.2,"{'星期一': '24 小時營業', '星期二': '24 小時營業', '星期三': '24 小時營業.', '星期四': '24 小時營業', '星期五': '24 小時營業', '星期六': '24 小時營業', '星期日': '24 小時營業'}","""基隆祭祀齊天大聖的百年老廟，氣氛莊重肅穆，風景優美，場地寬敞""","""歷史悠久的廟宇，主神祭祀(齊天大聖)，周邊可登山看基隆港，很棒的地方。""","""廟居二沙灣砲台過來的馬路底，從中船路郵局旁巷道過來很近。"""
基隆市,姜子寮山步道,'0224287664',基隆市七堵區,4.5,"{'星期一': '24 小時營業', '星期二': '24 小時營業', '星期三': '24 小時營業.', '星期四': '24 小時營業', '星期五': '24 小時營業', '星期六': '24 小時營業', '星期日': '24 小時營業'}","""難度不高的健行步道，山頂三角點處可眺望東北角海岸、台北盆地，絕美景觀！""","""天氣好時可以眺望台北市區至基隆市區，背後則是群山環繞，算是輕鬆享受大景的路線！""","""基本上沒難度，大部分階梯，觀景台距離不遠，上面風景漂亮且有地理介紹告示牌。"""
