region,title,address,phone,score,open_time,comment1,comment2,comment3
南投縣,大苑子茶飲專賣店(南投店),南投縣南投市彰南路一段996號,'0492201122',4.0,"{""星期一"": ""10:00–22:00"", ""星期二"": ""10:00–22:00"", ""星期三"": ""10:00–22:00"", ""星期四"": ""10:00–22:00"", ""星期五"": ""10:00–22:00"", ""星期六"": ""10:00–22:00"", ""星期日"": ""10:00–22:00""}","""今天傍晚去買飲料店內有個可愛刺青的店員弟弟服務好又親切，飲料好喝又新鮮！""","""120或170元的，選擇120元的芒果冰沙還行，還好不是加很多水的冰沙！""","""2023/9/25 135NZS 的外送員 一邊騎車一抽菸 後面的人都吸2手菸"""
南投縣,TEA TOP第一味 南投民族店,南投縣南投市民族路146號,'0492220901',4.3,"{""星期一"": ""09:30–21:00"", ""星期二"": ""09:30–21:00"", ""星期三"": ""09:30–21:00"", ""星期四"": ""09:30–21:00"", ""星期五"": ""09:30–21:00"", ""星期六"": ""09:30–21:00"", ""星期日"": ""09:30–21:00""}","""飲料種類多，但品質還蠻穩定的，有時候要等候比較久","""有1個瘦高戴眼鏡的女店員，服務態度差勁，惡劣， 口氣很差，很兇。""","""服務非常好， 店員非常有耐心且微笑待人！"""
南投縣,原柒本部-南投埔里店,南投縣埔里鎮仁愛路35號,'0492998258',4.9,"{""星期一"": ""10:00–22:00"", ""星期二"": ""10:00–22:00"", ""星期三"": ""10:00–22:00"", ""星期四"": ""10:00–22:00"", ""星期五"": ""10:00–22:00"", ""星期六"": ""10:00–22:00"", ""星期日"": ""10:00–22:00""}","""茶很好喝，也有許多台北看不到的特色手搖杯，推薦大家來喝一杯！""","""超讚的網美打卡地方的 飲料很讚～～～～～""","""很熱情親切的老闆，招牌黑糖流沙珍珠超推"""
南投縣,麻古茶坊 南投民彰店,南投縣南投市彰南路二段7號,'0492239777',3.6,"{""星期一"": ""09:00–22:00"", ""星期二"": ""09:00–22:00"", ""星期三"": ""09:00–22:00"", ""星期四"": ""09:00–22:00"", ""星期五"": ""09:00–22:00"", ""星期六"": ""09:00–22:00"", ""星期日"": ""09:00–22:00""}","""飲料好喝 感覺店裡氣氛不錯 員工忙歸忙大家還有說有笑的 這種上班氛圍令人羨慕""","""點了珍珠紅茶拿鐵喝到快完吸到了塑膠不知道什麼東西","""店員男的帥 女的美 飲料喝起來也變得更好喝"""
南投縣,50嵐 南投民族店,南投縣南投市民族路307號,'0492200688',3.7,"{""星期一"": ""09:00–22:00"", ""星期二"": ""09:00–22:00"", ""星期三"": ""09:00–22:00"", ""星期四"": ""09:00–22:00"", ""星期五"": ""09:00–22:00"", ""星期六"": ""09:00–22:00"", ""星期日"": ""09:00–22:00""}","""我已經完成點餐，後面才來的先生，他點一杯紅茶冰淇淋。""","""我們從外地來的第一次遇到店員很貼心！提供籃子讓我們放飲料拿到車上！超讚","""給點餐人員，態度還可以 另外一位真的母湯 然後回家後發現吸管還給錯…"""
南投縣,娜味小姐 Annona,南投縣埔里鎮慈恩街1號,'0492900161',4.8,"{""星期一"": ""10:30–18:00"", ""星期二"": ""10:30–18:00"", ""星期三"": ""10:30–18:00"", ""星期四"": ""10:30–18:00"", ""星期五"": ""10:30–18:00"", ""星期六"": ""10:00–18:00"", ""星期日"": ""10:00–18:00""}","""點了珍珠鮮奶茶和果茶，奶茶不錯但珍珠還好，果茶很棒（推薦），櫃檯弟弟人很好很客氣""","""埔里小鎮的小文青飲品 很天然的冰棒 在地食材的飲料 👍⋯⋯""","""積木家老闆推推 原來有種南投的水果叫阿娜娜"""
南投縣,李記紅茶,南投縣南投市中山街255號,'0492235384',3.8,"{""星期一"": ""09:00–21:00"", ""星期二"": ""09:00–21:00"", ""星期三"": ""09:00–21:00"", ""星期四"": ""09:00–21:00"", ""星期五"": ""09:00–21:00"", ""星期六"": ""09:00–21:00"", ""星期日"": ""09:00–21:00""}","""很好喝 大推粉角鮮奶茶","""（連你菜單都沒有，為什麼要建議我點這種🤷‍♀️ 小姐說：那不然鳳梨紅茶，我說好！""","""雖然好喝，不過最近買五次漏五次心情真的很差"""
南投縣,紅茶媽媽（南投成功店）,南投縣南投市成功三路33號,'0492255462',4.7,"{""星期一"": ""10:00–19:30"", ""星期二"": ""10:00–19:30"", ""星期三"": ""10:00–19:30"", ""星期四"": ""10:00–19:30"", ""星期五"": ""10:00–19:30"", ""星期六"": ""10:00–19:30"", ""星期日"": ""10:00–19:30""}","""店員親切，飲料好喝👍，外帶36杯還幫忙提上車，服務超好的。""","""點珍珠奶茶來仙草凍奶茶 餐飲人員缺沒戴口罩口沫橫飛🤦""","""新發現了一間好店，環境乾淨整潔，飲料好喝，服務人員也好親切喔！👍👍"""
南投縣,芊茗軒,南投縣南投市復興路587號,'0492240660',4.9,"{""星期一"": ""10:00–20:30"", ""星期二"": ""10:00–20:30"", ""星期三"": ""10:00–20:30"", ""星期四"": ""10:00–20:30"", ""星期五"": ""10:00–20:30"", ""星期六"": ""10:00–20:30"", ""星期日"": ""休息""}","""純水果汁加養樂多，口感很棒。老闆親切，值得推薦。""","""中杯 700cc 純茶$25 奶茶$40 茶味不澀，整體來說好喝😆""","""鮮奶珍珠，鮮奶幾乎滿滿一杯，料多實在又好喝"""
南投縣,吳家紅茶冰,南投縣南投市三和三路20號,'0492247148',4.5,"{""星期一"": ""10:00–23:00"", ""星期二"": ""10:00–23:00"", ""星期三"": ""10:00–23:00"", ""星期四"": ""10:00–23:00"", ""星期五"": ""10:00–23:00"", ""星期六"": ""10:00–23:00"", ""星期日"": ""10:00–23:00""}","""飲品好喝👍👍👍價格又很便宜👍👍👍推～ 店家服務態度很親切👍👍👍 附近比較難停車.""","""老闆娘人很好...那個王小姐人不要太過分 你全部的評論都是一星...""","""仙草牛奶好喝~ 老闆非常親切~"""
南投縣,先喝道南投草屯店,南投縣草屯鎮中正路693號,'0492357188',4.5,"{""星期一"": ""10:00–21:30"", ""星期二"": ""10:00–21:30"", ""星期三"": ""10:00–21:30"", ""星期四"": ""10:00–21:30"", ""星期五"": ""10:00–21:30"", ""星期六"": ""10:00–21:30"", ""星期日"": ""10:00–21:30""}","""茶類飲品好喝，奶綠有滿滿古早味，玫瑰紅茶拿鐵有個花味，不討厭，總體評價不錯喝""","""最後拿飲料出來的男性店員態度良好，此評論只針對點餐女性店員。""","""草屯的茶飲首選.口味很好服務棒.強力推薦！"""
南投縣,拾覺SEEJOY TEA - 南投埔里店,南投縣埔里鎮中山路二段14號,'0492980288',4.2,"{""星期一"": ""10:00–20:00"", ""星期二"": ""10:00–20:00"", ""星期三"": ""休息"", ""星期四"": ""10:00–20:00"", ""星期五"": ""10:00–20:00"", ""星期六"": ""10:00–20:00"", ""星期日"": ""10:00–19:30""}","""金萱跟荔枝冰茶好喝 但店員的服務態度不佳 重點是動作超 級 慢 ！！""","""櫃台不知道在幹嘛 我跟前面客人都站了快十分鐘 還不幫我們點單 都在狀況外""","""飲料味道還不錯，但是做飲料的速度有一點點慢，如果先打電話預約應該會好一點。"""
南投縣,大苑子茶飲專賣店(南投民族店),南投縣南投市民族路190號,'0492239998',3.9,"{""星期一"": ""10:00–21:30"", ""星期二"": ""10:00–21:30"", ""星期三"": ""10:00–21:30"", ""星期四"": ""10:00–21:30"", ""星期五"": ""10:00–21:30"", ""星期六"": ""10:00–21:30"", ""星期日"": ""10:00–21:30""}","""飲料好喝，店裡還有賣新鮮的草莓杯，貼心的店員還幫忙把草莓洗的很乾淨。""","""飲料好喝，但是只是點一杯愛文翡翠卻等了半小時，比我晚點的客人都走好幾組了...""","""黑框眼鏡男店員態度超級差！到底是欠他幾百萬是不是！不會再光顧！！！"""
南投縣,得正#南投民族計劃,南投縣南投市民族路276號,'0492248612',3.8,"{""星期一"": ""09:30–20:30"", ""星期二"": ""09:30–20:30"", ""星期三"": ""09:30–20:30"", ""星期四"": ""09:30–20:30"", ""星期五"": ""09:30–21:30"", ""星期六"": ""09:30–21:30"", ""星期日"": ""09:30–20:30""}","""服務態度超棒👍飲料都不錯 超推香橙春烏龍跟檸檬春烏龍 隱藏版 輕烏龍奶茶五顆星🌟""","""不想接現場就鐵門拉一拉，只會接電話跟系統單把上門顧客晾在那算什麼？""","""可以用載具跟line pay 先加分 紅茶鮮奶：奶跟茶比例適中，茶味不澀，好喝！"""
南投縣,清境516手搖飲,南投縣仁愛鄉28號,'0955369263',4.1,"{""星期一"": ""09:00–22:00"", ""星期二"": ""09:00–22:00"", ""星期三"": ""09:00–22:00"", ""星期四"": ""09:00–22:00"", ""星期五"": ""09:00–22:00"", ""星期六"": ""09:00–22:00"", ""星期日"": ""09:00–22:00""}","""我點的是梨山青茶無糖微冰 很有茶香的飲料 好喝又平價 大推""","""超好喝的高山茶～ 好吃的珍珠奶茶～ 美景跟美食還有特別手搖飲 這是一大享受🥰🥰🥰""","""綠奶好喝 地點在小瑞士花園入口旁的商圈"""
南投縣,白巷子南投民族店,南投縣南投市民族路336號,'0492202020',3.2,"{""星期一"": ""休息"", ""星期二"": ""09:30–17:30"", ""星期三"": ""09:30–17:30"", ""星期四"": ""09:30–17:30"", ""星期五"": ""09:30–17:30"", ""星期六"": ""09:30–17:30"", ""星期日"": ""09:30–17:30""}","""南投CP值最高的飲料店。女店員的態度很好。飲料也好喝。""","""如有需要外送的訂單，請三思該店家服務品質以及經營態度""","""連珍珠都嚼不出味兒了， 給全家人都試了下這神奇的滋味兒， 就等著回家處理掉了。"""
南投縣,鮮奶奶 - 飲品｜豆花｜剉冰 (草屯店),南投縣草屯鎮炎峰街127號,'0492310520',4.6,"{""星期一"": ""休息"", ""星期二"": ""11:00–21:00"", ""星期三"": ""11:00–21:00"", ""星期四"": ""11:00–21:00"", ""星期五"": ""11:00–21:00"", ""星期六"": ""11:00–21:00"", ""星期日"": ""11:00–18:00""}","""配料多樣又新鮮，剉冰品項任你選 文青的創業店家，服務親切有創意 。""","""50元 一大碗 剉冰 料讓你撲滿滿 有黑糖 奶茶 冬露 口味的""","""2.音樂新潮流，裝潢新風格，種種原因，讓這間店整體看起來更年輕化。"""
南投縣,米克Q 復興店,南投縣南投市復興路270號,'0492228158',4.6,"{""星期一"": ""10:00–22:00"", ""星期二"": ""10:00–22:00"", ""星期三"": ""10:00–22:00"", ""星期四"": ""10:00–22:00"", ""星期五"": ""10:00–22:00"", ""星期六"": ""10:00–22:00"", ""星期日"": ""10:00–22:00""}","""推鳳梨冰茶+愛玉椰果，大杯是真D大杯","""紅茶拿鐵 茶味太淡了～""","""❗推芬蘭果汁 ❗ 口感酸酸甜甜🤤 一喝就會上癮 😍"""
南投縣,非菲南投店,南投縣南投市民族路311號,'0492240388',,,,,
南投縣,好了啦紅茶冰(南投大同店),南投縣南投市大同南街83號,'0908889420',5.0,"{""星期一"": ""10:00–20:00"", ""星期二"": ""10:00–20:00"", ""星期三"": ""10:00–20:00"", ""星期四"": ""10:00–20:00"", ""星期五"": ""10:00–20:00"", ""星期六"": ""10:00–20:00"", ""星期日"": ""10:00–20:00""}","""很順口，老闆娘很親切，我一定回購💞🥰❤️""","""超好喝，超愛集點名片以後買飲料必定選這裡""",
南投縣,KEBUKE 可不可熟成紅茶 南投民族店,南投縣南投市民族路253號,'0492243321',3.7,"{""星期一"": ""09:30–21:00"", ""星期二"": ""09:30–21:00"", ""星期三"": ""09:30–21:00"", ""星期四"": ""09:30–21:00"", ""星期五"": ""09:30–21:00"", ""星期六"": ""09:30–21:00"", ""星期日"": ""09:30–21:00""}","""嘗試新飲品_雪藏末茶$60 冬瓜茶+抹茶+冰淇淋 喝起來沒什麼重點""","""點微冰然後喝完飲料杯中裡面還有半杯的冰塊^^重點是我飲料已經放一個小時了^^""","""到南投玩經過這家飲料店，紅茶超好喝，店員服務超好，大推！"""
南投縣,吳家紅茶冰-南投彰南店,南投縣南投市彰南路二段217號,'0492225610',3.8,"{""星期一"": ""09:00–21:00"", ""星期二"": ""09:00–21:00"", ""星期三"": ""09:00–21:00"", ""星期四"": ""09:00–21:00"", ""星期五"": ""09:00–21:00"", ""星期六"": ""09:00–21:00"", ""星期日"": ""09:00–21:00""}","""在夏天來上一杯，真的是很讚！口味有古早的風味，又大杯，喝上一杯夠解渴了~""","""超棒的老闆跟超好喝的""","""比草屯兩間的吳家紅茶，服務態度來的友善。"""
南投縣,樂涼軒,南投縣埔里鎮中山路二段348號,'0492986200',4.4,"{""星期一"": ""18:00–00:00"", ""星期二"": ""18:00–00:00"", ""星期三"": ""休息"", ""星期四"": ""18:00–00:00"", ""星期五"": ""18:00–00:00"", ""星期六"": ""18:00–00:00"", ""星期日"": ""18:00–00:00""}","""1.機車好停車 2.現場入座後桌上有菜單！一下時間老闆就會過來桌邊問要點什麼！""","""芋頭奶茶很好喝、滷味與滷肉飯也很好吃，適合和知心好友長聊的地方","""所有飲料幾乎都是老闆特調，口感一級棒 點心也都超讚的，吃完還想再吃"""
南投縣,御香亭,南投縣埔里鎮中正路470號,'0492997479',3.9,"{""星期一"": ""休息"", ""星期二"": ""休息"", ""星期三"": ""09:30–19:30"", ""星期四"": ""09:30–19:30"", ""星期五"": ""09:30–19:30"", ""星期六"": ""09:30–19:30"", ""星期日"": ""09:30–19:30""}","""御香亭的柳橙綠 去冰微糖 是到埔里放鬆時必定都會先點上一杯的飲料 👍""","""還有還有，茶葉很不錯，無糖的青茶回甘不苦澀，真的很推薦不喝糖的嘗試一下。""","""比較起其他手搖杯店，這家少冰的冰真的少，覺得很棒🤩🤩"""
南投縣,50嵐 南投民族二店,南投縣南投市民族路41號,'0492245220',3.1,"{""星期一"": ""09:00–21:00"", ""星期二"": ""09:00–21:00"", ""星期三"": ""09:00–21:00"", ""星期四"": ""09:00–21:00"", ""星期五"": ""09:00–21:00"", ""星期六"": ""09:00–21:00"", ""星期日"": ""09:00–21:00""}","""服務態度好，製作飲料快速，用餐時段偶爾有外送單跟電話單需等待個10分鐘。""","""我點四杯都是奶茶，變成三杯奶茶一杯紅茶....說跟我確認過沒問題，是我自己說錯！？""","""根本吃50嵐名字，但店員非常不專業 ，需要在員工教育….."""
南投縣,清原芋圓-南投埔里店,南投縣埔里鎮中正路319號,'0492902539',4.8,"{""星期一"": ""休息"", ""星期二"": ""10:00–21:00"", ""星期三"": ""10:00–21:00"", ""星期四"": ""10:00–21:00"", ""星期五"": ""10:00–21:00"", ""星期六"": ""10:00–21:00"", ""星期日"": ""10:00–21:00""}","""①店外不好停車 車站後面有收費停車場 ②店員服務親切 ③挫冰料多給的很足""","""生意非常好，排隊等有點久，紅茶算便宜，口味也還不錯，有內用座位。""","""超推薦!!芋頭西米露好香濃!!內用環境很乾淨"""
南投縣,329巷紅茶冰（中山店）,南投縣埔里鎮中山路二段154號,'0977628329',4.3,"{""星期一"": ""09:00–22:00"", ""星期二"": ""09:00–22:00"", ""星期三"": ""09:00–22:00"", ""星期四"": ""09:00–22:00"", ""星期五"": ""09:00–22:00"", ""星期六"": ""09:00–22:00"", ""星期日"": ""09:00–22:00""}","""櫃檯佈置古色古香~老闆親切~飲料好喝！！""","""很推薦冬瓜鮮奶+珍珠 順口好喝👍""","""服務態度超好，遠距離外送還超客氣（外送破杯沒漏出來多少，還給免費）超佛心，好喝~"""
南投縣,藤本舖(南投名間濁水店),南投縣名間鄉車站路38號,'0492732569',3.8,"{""星期一"": ""10:00–21:00"", ""星期二"": ""10:00–21:00"", ""星期三"": ""10:00–21:00"", ""星期四"": ""10:00–21:00"", ""星期五"": ""10:00–21:00"", ""星期六"": ""10:00–21:00"", ""星期日"": ""10:00–21:00""}",,,
南投縣,現泡玫瑰茶,南投縣南投市中華路135號,'0978816041',3.3,,"""●造訪次數：1次 ●購買商品：桂圓紅棗鮮奶、紅茶拿鐵。""","""店家戒備森嚴，非一般民眾可以品嚐，入內購買全靠緣分""","""打電話好多是都沒人接"""
南投縣,享現泡飲品茗館,南投縣埔里鎮中山路二段157號,'0492422236',4.6,"{""星期一"": ""休息"", ""星期二"": ""10:00–21:00"", ""星期三"": ""10:00–21:00"", ""星期四"": ""10:00–21:00"", ""星期五"": ""10:00–21:00"", ""星期六"": ""10:00–21:00"", ""星期日"": ""10:00–21:00""}","""多種台灣好茶任君挑選，每杯茶都是現泡，茶香餘韻繚繞 喜歡純茶的千萬不要錯過""","""紅玉珍奶很好喝👍🏻 珍珠很Q～奶精份量可依個人喜好作調整""","""無糖紅茶和綠茶超好喝，超推薦"""
南投縣,清心福全南投中興店-珍珠奶茶手搖飲料專賣店,南投縣南投市南崗一路13號,'0492226630',4.2,,"""8/10 中午兩個帥哥店員 服務態度很棒👍""","""小時候的回憶，一樣遠遠可以聽到店長熱情的招呼客人。""","""停車方便員工態度很讚飲料好喝"""
南投縣,龍吟古早味飲品專賣,南投縣埔里鎮中華路43號,'0492423634',4.5,"{""星期一"": ""10:00–22:00"", ""星期二"": ""10:00–22:00"", ""星期三"": ""10:00–22:00"", ""星期四"": ""10:00–22:00"", ""星期五"": ""10:00–22:00"", ""星期六"": ""10:00–22:00"", ""星期日"": ""10:00–22:00""}","""點了2杯飲料 出餐數度很快 半糖～讓我覺得甜度剛剛好 紅茶的茶香很濃👍""","""仙草撞奶超好喝～～～ 寒天珍珠口感很好～加茶類都很適合 下次來試試杏仁","""東西好喝，店面可愛。隔壁還有家看起來很好吃的鹽酥雞"""
南投縣,清心福全南投南崗店-珍珠奶茶手搖飲料專賣店,南投縣南投市南崗二路322號,'0492225532',4.3,"{""星期一"": ""09:00–21:00"", ""星期二"": ""09:00–21:00"", ""星期三"": ""09:00–21:00"", ""星期四"": ""09:00–21:00"", ""星期五"": ""09:00–21:00"", ""星期六"": ""09:00–21:00"", ""星期日"": ""09:00–21:00""}","""美食券優惠店家，咖啡凍奶不錯喝""","""炸雞、三角骨、雞軟骨好吃""","""熊熊遇見你聯名超讚！謝謝店員小姐！"""
南投縣,蔗好喝_甘蔗汁,南投縣埔里鎮中山路一段237-7號,,4.8,"{""星期一"": ""09:00–18:00"", ""星期二"": ""09:00–18:00"", ""星期三"": ""09:00–18:00"", ""星期四"": ""09:00–18:00"", ""星期五"": ""08:00–19:00"", ""星期六"": ""08:00–19:00"", ""星期日"": ""08:00–19:00""}","""清涼美味，真材實料！❤️ 可以感受到老闆對品質的堅持和重視！""","""甘蔗汁新鮮好喝，青草茶也是，老闆跟老闆娘親切熱情，不能錯過！""","""老闆夫妻很熱情，點了檸檬甘蔗汁，沒想到一樣價格。"""
南投縣,出櫃 open your door 南投店,南投縣南投市三和三路18號,'0492220277',3.8,"{""星期一"": ""10:00–22:00"", ""星期二"": ""10:00–22:00"", ""星期三"": ""10:00–22:00"", ""星期四"": ""10:00–22:00"", ""星期五"": ""10:00–22:00"", ""星期六"": ""10:00–22:00"", ""星期日"": ""10:00–22:00""}","""鳳梨丁金宣味道很足喔，蕎麥鮮奶淡淡的咖啡香卻沒有咖啡因，好喝~""","""甘蔗青茶無糖去冰完全沒有甘蔗本身的味道和甜味，可能是我不懂特調飲吧.....""","""發票用丟的，飲料做完放著轉頭就走？！"""
南投縣,冬瓜漢 南投旗艦店,南投縣南投市中山街140號,'0492221168',2.9,"{""星期一"": ""09:00–00:00"", ""星期二"": ""09:00–00:00"", ""星期三"": ""09:00–00:00"", ""星期四"": ""09:00–00:00"", ""星期五"": ""09:00–00:00"", ""星期六"": ""09:00–00:00"", ""星期日"": ""09:00–00:00""}","""很好奇 男生店員服務態度不好 老闆都沒在看評論嗎""","""男店員服務態度很差，點飲料一副要點不點的，當全世界欠你300萬？""","""中午路過，看起來不錯，買冬瓜系列，2杯菊花，1杯青茶，就像喝水般清淡，南投人路過"""
南投縣,井厚韻 Good Luck Tea椪糖飲品專賣店 埔里店,南投縣埔里鎮中山路二段277號,'0492996088',4.6,"{""星期一"": ""10:00–20:30"", ""星期二"": ""10:00–20:30"", ""星期三"": ""10:00–20:30"", ""星期四"": ""10:00–20:30"", ""星期五"": ""10:00–20:30"", ""星期六"": ""10:00–21:30"", ""星期日"": ""10:00–21:30""}","""慕名而來，嚼感波波鮮奶茶珍珠、寒天、麥芽口感很棒，飲料杯外觀很漂亮，設計很文青""","""來的就可以點餐 我不是人是不是 後來我就去隔壁家買飲料了 服務員是沒有耳朵嗎？""","""嚼感鮮奶茶驚為天人 喝完一杯心情超好滴 平價料多又很Q 跪求台南高雄設點😭😭"""
南投縣,泰夯茶-埔里總店,南投縣埔里鎮西寧路30-2號,'0492424865',4.9,"{""星期一"": ""10:00–21:00"", ""星期二"": ""10:00–21:00"", ""星期三"": ""休息"", ""星期四"": ""10:00–21:00"", ""星期五"": ""10:00–21:00"", ""星期六"": ""10:00–21:00"", ""星期日"": ""10:00–21:00""}","""去夜市買了，蝶豆花泰奶，類似綠奶⋯好喝欸 泰式奶茶就還好⋯⋯ 甜度還可以調""","""飲料好喝，服務親切，老闆長得帥，老闆娘長得漂亮....值得來一趟！！""","""蠻有特色的，人員很親切介紹，沒有想像中的死甜😂"""
南投縣,金仙草冷熱飲專賣店（仙草奶凍）,南投縣南投市中山街182號,'0918765785',4.7,"{""星期一"": ""08:30–22:00"", ""星期二"": ""08:30–22:00"", ""星期三"": ""08:30–22:00"", ""星期四"": ""08:30–22:00"", ""星期五"": ""08:30–22:00"", ""星期六"": ""08:30–22:00"", ""星期日"": ""08:30–22:00""}","""好好吃喔！感到意外驚喜的巷弄小吃，而且還有自製的地瓜泥和芋頭泥，太讚了""","""飲料品項多，用料也實在，老闆酷酷的。""","""仙草奶凍跟燒仙草都好吃 奶可選鮮奶或奶油球"""
南投縣,麋鹿迷路 飲料店,南投縣鹿谷鄉鹿彰路156號,'0989536986',4.8,"{""星期一"": ""10:00–19:00"", ""星期二"": ""10:00–19:00"", ""星期三"": ""10:00–21:00"", ""星期四"": ""10:00–19:00"", ""星期五"": ""10:00–21:30"", ""星期六"": ""10:00–21:30"", ""星期日"": ""10:00–19:00""}","""烏龍珍珠鮮奶去冰無糖：茶很香蓋過了牛奶味。珍珠稍硬，很甜。""","""1茶類茶葉味很重 2門口還算好停車 3到溪頭前可買杯飲料的地方","""真的好喝，老闆人超親切！真的大推！這次露營謝謝老闆外送到露營區"
